NA_atom_unit,NB_atom_unit,NC_atom_unit,N_atom_unit,Valence_Con_A,Valence_Con_B,Valence_Con_C,Row_A,Row_B,Row_C,PA,PB,PC,rA_pm,rB_pm,rC_pm,rCA_pm,rCB_pm,rCC_pm,XA,XB,XC,Ave_X,Std_Dev_Pauling_Electronegativity,a_?_uint,c_?_unit,Ave_Mass_g_mol,A_C_?,B_C_?,ABS_IpCOHP_AC_eV,ABS_IpCOHP_BC_eV,Ave_Bondlength_?,Ave_IpCOHP_eV,HSE_Band_Gap_eV,LVB_window,LCB_Window,B_Gpa,Average_mh,Anisotropy_mh,VB_Extrema_0_1eV,1_00E+18,1E18_Pockets,1_00E+19,1E19_Pockets,1_00E+20,1E20_Pockets,1_00E+21,VB_dos_at_0_1_states_atom,Average_me,Anisotropy_me,CB_Extrema_0_1eV,-1.00E+18,#NAME?,-1.00E+19,#NAME?_1,-1.00E+20,#NAME?_2,-1.00E+21,CB_dos_at_0_1_states_atom,Time_fs,K_min,K_diff,Temperature,Kpa,N_optimal,Type,ZT
2,2,5,9,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.07,0.06,4.322,17.645,124.32,3.1210000000000004,3.083,1.64,1.64,3.102,1.6380000000000001,0.36,1.41,1.21,40.26,0.12,1.89,1,-0.066,0,-0.16,1,-0.259,1,-0.45799999999999996,0.002,0.17,1.54,2,0.20199999999999999,2,0.233,3,0.27899999999999997,4,0.41200000000000003,0.04,10,0.42,0.26,600,0.42,-0.37,1,0.774
2,2,5,9,8,3,4,6,4,4,82,33,34,180,115,103,146,119,120,1.87,2.18,2.55,2.32,0.28,4.001,16.387,106.56,3.005,2.755,1.59,1.85,2.88,1.72,0.69,0.98,1.53,37.72,0.33,1.04,4,-0.006999999999999999,0,-0.024,0,-0.073,0,-0.23600000000000002,0.18600000000000003,0.17,2.21,1,0.307,1,0.36700000000000005,1,0.575,1,0.8220000000000001,0.002,10,0.5,0.31,600,0.13,0.36,0,0.711
2,2,5,9,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.08,0.11,4.225,17.526,133.58,3.1839999999999997,2.927,1.53,1.69,3.056,1.609,0.76,1.17,1.13,36.28,0.11,1.05,4,-0.005,0,-0.027000000000000003,0,-0.099,0,-0.294,0.062,0.15,1.66,1,0.436,2,0.508,5,0.552,5,0.675,0.003,10,0.42,0.27,600,0.72,-0.55,1,0.731
2,2,5,9,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.28,0.3,4.202,16.678,136.35,3.025,2.97,1.57,1.71,2.997,1.64,0.8,1.16,1.72,49.21,0.21,1.57,1,-0.057999999999999996,0,-0.113,0,-0.253,1,-0.41,0.006,0.17,2.34,1,0.35,1,0.42100000000000004,1,0.627,1,0.914,0.003,10,0.43,0.27,600,0.47,1.18,0,0.575
2,2,5,9,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.04,0.1,4.417,17.912,163.37,3.194,3.1519999999999997,1.53,1.58,3.173,1.5530000000000002,0.94,1.17,1.23,37.09,0.18,3.49,1,-0.09699999999999999,0,-0.158,0,-0.256,1,-0.447,0.006,0.17,2.58,1,0.545,1,0.611,2,0.691,4,0.852,0.005,10,0.37,0.23,600,0.34,-0.31,1,0.685
2,2,5,9,8,6,1,6,5,3,82,51,16,180,145,100,146,139,105,1.87,2.05,2.58,2.3,0.31,4.025,15.995999999999999,90.92,2.926,2.793,1.57,1.9,2.86,1.734,0.91,0.7,1.77,44.26,0.78,1.04,1,-0.027999999999999997,0,-0.037000000000000005,0,-0.07,0,-0.17800000000000002,0.162,0.59,26.27,1,0.518,1,0.534,1,0.7190000000000001,1,1.043,0.012,10,0.5,0.31,600,0.27,-0.57,1,1.123
2,2,5,9,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.29,0.3,4.143,16.616,116.97,3.0210000000000004,2.904,1.57,1.79,2.9619999999999997,1.6769999999999998,0.47,1.07,1.76,51.27,0.25,1.68,1,-0.08900000000000001,1,-0.13699999999999998,1,-0.289,1,-0.45799999999999996,0.006,0.22,2.82,1,0.09,1,0.168,1,0.364,1,0.622,0.002,10,0.46,0.29,600,0.92,1.94,0,0.48200000000000004
2,2,5,9,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.05,0.1,4.362,17.785,143.99,3.193,3.082,1.51,1.65,3.138,1.584,0.6,1.18,1.28,38.71,0.21,2.23,1,-0.057,0,-0.133,0,-0.248,1,-0.47200000000000003,0.003,0.24,1.59,1,0.335,1,0.406,3,0.485,4,0.627,0.004,10,0.4,0.25,600,0.35,-0.37,1,0.7040000000000001
3,2,6,11,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.34,0.24,3.861,57.053000000000004,76.49,2.766,2.7310000000000003,1.93,1.91,2.7489999999999997,1.919,0.68,0.85,0.87,22.39,0.11,2.34,5,0.008,0,0.001,0,-0.039,0,-0.21100000000000002,0.07200000000000001,0.51,7.82,4,0.435,6,0.455,7,0.49200000000000005,9,0.695,0.046,12,0.61,0.39,600,0.34,0.49,0,0.748
3,2,6,11,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.07,0.05,4.242,62.482,127.4,2.964,3.1439999999999997,1.76,1.57,3.054,1.6680000000000001,0.86,0.63,0.43,42.37,0.23,9.03,2,-0.063,0,-0.124,0,-0.195,0,-0.293,0.009000000000000001,0.13,1.45,10,0.524,11,0.5379999999999999,11,0.5760000000000001,12,0.6859999999999999,0.287,12,0.45,0.29,600,0.39,-0.66,1,0.74
3,2,6,11,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.05,4.206,61.831,111.54,2.957,3.071,1.78,1.67,3.014,1.7209999999999999,0.5,0.8,0.51,45.61,0.15,5.42,2,-0.075,0,-0.157,1,-0.268,2,-0.442,0.004,0.4,2.97,8,0.228,8,0.23800000000000002,8,0.28800000000000003,9,0.419,0.131,12,0.49,0.31,600,0.46,-0.62,1,0.7340000000000001
3,2,6,11,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.32,0.26,3.978,59.271,89.07,2.93,2.758,1.74,1.82,2.844,1.7790000000000001,0.61,1.05,0.94,43.97,0.09,1.12,3,0.01,0,-0.008,0,-0.057,0,-0.285,0.102,0.24,1.91,6,0.13,2,0.153,2,0.209,6,0.37200000000000005,0.044000000000000004,12,0.55,0.35,600,0.13,0.35,0,0.7170000000000001
3,2,6,11,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.09,0.08,4.23,62.723,115.6,3.108,2.935,1.68,1.65,3.022,1.6640000000000001,0.51,0.93,0.61,44.59,0.07,1.54,4,-0.021,0,-0.043,0,-0.1,2,-0.37,0.092,0.08,1.77,3,0.114,2,0.124,2,0.163,2,0.326,0.107,12,0.48,0.3,600,0.36,-0.46,1,0.7909999999999999
3,2,6,11,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.29,0.28,4.16,59.855,113.44,2.9619999999999997,2.968,1.67,1.69,2.965,1.681,0.42,0.88,1.24,46.59,0.39,1.58,5,-0.013000000000000001,0,-0.037000000000000005,1,-0.095,3,-0.24,0.078,0.11,1.55,1,0.086,1,0.156,1,0.34,3,0.619,0.002,12,0.49,0.31,600,0.58,0.57,0,0.627
3,2,6,11,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.06,0.07,4.388,64.092,139.97,3.1310000000000002,3.156,1.63,1.56,3.1430000000000002,1.591,0.55,0.89,0.58,21.8,0.16,2.14,1,-0.062,0,-0.12,0,-0.228,1,-0.415,0.004,0.14,1.4,4,0.292,5,0.33399999999999996,5,0.389,8,0.5429999999999999,0.017,12,0.41,0.26,600,0.51,-0.46,1,0.6679999999999999
3,2,6,11,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.3,0.28,4.106,59.778,97.58,2.955,2.903,1.68,1.77,2.929,1.724,0.32,0.94,1.14,47.6,0.38,1.68,5,-0.025,2,-0.051,2,-0.11,5,-0.273,0.07200000000000001,0.08,3.09,1,0.023,1,0.091,1,0.21899999999999997,3,0.469,0.002,12,0.53,0.34,600,0.51,0.44,0,0.626
3,2,6,11,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.06,0.07,4.343,63.743,124.11,3.1239999999999997,3.0869999999999997,1.63,1.63,3.1060000000000003,1.631,0.42,0.97,0.56,39.92,0.1,1.43,1,-0.045,0,-0.128,1,-0.226,1,-0.442,0.002,0.13,1.26,5,0.207,6,0.221,6,0.251,6,0.40399999999999997,0.106,12,0.44,0.28,600,0.49,-0.54,1,0.721
3,2,6,11,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.06,0.12,4.275,63.71,139.73,3.181,2.9410000000000003,1.54,1.65,3.0610000000000004,1.599,0.7,0.7,0.64,46.54,0.14,1.07,4,-0.06,0,-0.071,0,-0.107,0,-0.34299999999999997,0.12,0.16,1.41,3,0.391,6,0.418,6,0.45799999999999996,6,0.619,0.073,12,0.42,0.27,600,0.32,-0.53,1,0.6759999999999999
3,2,6,11,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.27,0.31,4.218999999999999,60.471000000000004,137.57,3.028,2.972,1.57,1.7,3.0,1.635,0.83,0.75,1.33,47.41,0.26,2.36,1,-0.065,0,-0.127,0,-0.265,1,-0.41200000000000003,0.004,0.16,1.5,1,0.32799999999999996,2,0.397,2,0.604,6,0.85,0.002,12,0.44,0.27,600,0.59,1.91,0,0.565
3,2,6,11,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.27,0.31,4.172,60.309,121.71,3.023,2.911,1.56,1.77,2.967,1.6680000000000001,0.58,0.71,1.32,51.07,0.14,1.61,1,-0.078,1,-0.13699999999999998,1,-0.29100000000000004,2,-0.45,0.003,0.13,1.26,1,0.127,1,0.198,1,0.377,3,0.613,0.002,12,0.47,0.3,600,0.38,1.98,0,0.556
3,2,6,11,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.04,0.11,4.391,64.53,148.25,3.194,3.089,1.52,1.64,3.141,1.58,0.7,0.73,0.7,39.78,0.2,1.03,1,-0.034,0,-0.10400000000000001,0,-0.23,1,-0.43200000000000005,0.003,0.27,2.17,1,0.39399999999999996,5,0.44,7,0.501,7,0.688,0.025,12,0.39,0.25,600,0.37,-0.56,1,0.6729999999999999
1,2,4,7,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.37,0.22,3.82,37.787,76.9,2.7560000000000002,2.722,1.99,1.93,2.739,1.959,0.89,0.67,1.2,51.14,0.62,2.66,4,-0.04,0,-0.049,0,-0.091,0,-0.2,0.091,0.21,3.24,1,0.42100000000000004,1,0.484,4,0.599,5,0.81,0.005,10,0.62,0.39,650,0.34,0.59,0,0.7390000000000001
1,2,4,7,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.12,0.05,4.073,40.022,104.69,2.927,2.905,1.88,1.73,2.9160000000000004,1.8030000000000002,0.75,0.78,0.88,48.6,0.18,1.36,6,-0.021,0,-0.047,0,-0.11599999999999999,0,-0.271,0.071,0.07,1.17,2,0.20600000000000002,0,0.254,0,0.335,2,0.47100000000000003,0.017,10,0.52,0.33,650,0.48,-0.29,1,0.722
1,2,4,7,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.32,0.26,4.0760000000000005,38.745,115.2,2.812,2.958,1.83,1.71,2.885,1.7730000000000001,0.87,0.63,1.37,35.72,0.2,1.41,1,-0.049,0,-0.105,0,-0.233,1,-0.379,0.003,0.18,1.79,1,0.32799999999999996,1,0.395,1,0.58,3,0.897,0.002,10,0.47,0.3,650,0.39,0.88,0,0.636
1,2,4,7,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.283,41.826,143.0,2.966,3.147,1.77,1.57,3.056,1.671,1.03,0.73,0.63,36.7,0.2,4.39,1,-0.062,0,-0.11599999999999999,0,-0.19899999999999998,0,-0.358,0.004,0.23,3.48,5,0.5920000000000001,8,0.622,8,0.669,11,0.779,0.047,10,0.4,0.25,650,0.41,-0.5,1,0.792
1,2,4,7,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.33,0.25,4.004,38.481,90.28,2.798,2.887,1.85,1.81,2.842,1.829,0.55,1.04,1.36,47.13,0.09,3.11,1,-0.06,1,-0.132,1,-0.266,3,-0.43200000000000005,0.001,0.08,2.43,1,0.052000000000000005,1,0.136,1,0.308,1,0.578,0.001,10,0.53,0.33,650,0.43,1.04,0,0.565
1,2,4,7,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.08,0.04,4.224,41.25,118.07,2.958,3.071,1.77,1.66,3.014,1.716,0.61,0.96,0.72,43.52,0.12,3.11,1,-0.048,0,-0.129,0,-0.23,1,-0.435,0.001,0.1,1.17,6,0.252,6,0.27699999999999997,8,0.327,9,0.47,0.026000000000000002,10,0.45,0.28,650,0.5,-0.52,1,0.746
1,2,4,7,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.07,0.06,4.236000000000001,41.762,136.64,2.897,3.15,1.9,1.54,3.0239999999999996,1.719,0.95,0.77,0.52,40.8,0.25,6.57,1,-0.047,0,-0.068,0,-0.141,0,-0.261,0.040999999999999995,0.14,1.0,6,0.47,8,0.483,8,0.512,8,0.631,0.193,10,0.41,0.26,650,0.32,-0.46,1,0.851
1,2,4,7,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.08,0.05,4.1819999999999995,41.16,111.71,2.887,3.073,1.91,1.63,2.98,1.7719999999999998,0.45,0.88,0.67,42.86,0.11,2.58,1,-0.107,1,-0.201,1,-0.278,1,-0.441,0.001,0.08,1.42,6,0.096,1,0.11,3,0.162,6,0.275,0.031,10,0.47,0.29,650,0.39,-0.55,1,0.778
1,2,4,7,5,3,4,5,4,4,50,33,34,145,115,103,139,119,120,1.96,2.18,2.55,2.36,0.23,3.877,38.464,83.48,2.924,2.7310000000000003,1.76,1.9,2.827,1.83,0.69,0.67,1.25,48.02,0.1,1.1,4,-0.006999999999999999,0,-0.022000000000000002,0,-0.07200000000000001,0,-0.16699999999999998,0.12,0.19,2.91,1,0.262,1,0.33399999999999996,1,0.529,5,0.768,0.002,10,0.58,0.36,650,0.27,0.63,0,0.753
1,2,4,7,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.11,0.07,4.132,40.736,111.28,3.1039999999999996,2.9139999999999997,1.7,1.7,3.009,1.699,0.68,0.82,0.68,33.89,0.15,1.4,4,-0.047,0,-0.076,0,-0.149,0,-0.33899999999999997,0.034,0.15,2.05,4,0.239,1,0.27,1,0.306,4,0.401,0.028999999999999998,10,0.49,0.31,650,0.4,-0.52,1,0.809
1,2,4,7,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.31,0.27,4.14,39.299,121.79,2.9539999999999997,2.965,1.72,1.7,2.96,1.7080000000000002,0.76,0.62,1.42,31.69,0.17,1.28,1,-0.048,0,-0.114,1,-0.195,1,-0.32299999999999995,0.003,0.15,1.56,1,0.223,1,0.3,1,0.49700000000000005,2,0.825,0.002,10,0.45,0.28,650,0.49,0.68,0,0.6729999999999999
1,2,4,7,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.07,0.06,4.361000000000001,42.315,149.58,3.1239999999999997,3.1519999999999997,1.67,1.56,3.138,1.6119999999999999,0.89,0.68,0.74,37.01,0.14,2.07,1,-0.078,0,-0.107,0,-0.18899999999999997,0,-0.33299999999999996,0.016,0.16,2.09,1,0.444,5,0.505,6,0.578,11,0.7190000000000001,0.003,10,0.38,0.24,650,0.38,-0.38,1,0.7240000000000001
1,2,4,7,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.32,0.26,4.065,39.156,96.86,2.947,2.8960000000000004,1.71,1.78,2.9219999999999997,1.749,0.48,0.97,1.38,40.11,0.25,1.29,1,-0.027999999999999997,1,-0.07400000000000001,1,-0.177,2,-0.34299999999999997,0.005,0.2,7.15,1,0.042,1,0.11199999999999999,1,0.302,2,0.586,0.001,10,0.5,0.32,650,0.41,0.51,0,0.621
1,2,4,7,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.08,0.06,4.29,41.893,124.66,3.1189999999999998,3.077,1.66,1.64,3.0980000000000003,1.649,0.57,1.0,0.75,33.16,0.08,1.05,1,-0.07400000000000001,0,-0.16399999999999998,1,-0.275,1,-0.474,0.001,0.1,1.27,1,0.184,1,0.2315,4,0.299,6,0.42,0.004,10,0.43,0.27,650,0.42,-0.48,1,0.7559999999999999
1,2,4,7,8,3,4,6,4,4,82,33,34,180,115,103,146,119,120,1.87,2.18,2.55,2.35,0.25,3.9160000000000004,38.74,96.13,3.0069999999999997,2.733,1.58,1.91,2.87,1.742,0.9,0.74,1.3,51.49,0.43,1.81,3,-0.038,0,-0.063,0,-0.102,0,-0.20199999999999999,0.142,0.2,3.62,1,0.365,1,0.441,2,0.653,4,0.941,0.001,10,0.53,0.34,650,0.28,0.81,0,0.7
1,2,4,7,8,3,7,6,4,5,82,33,52,180,115,140,146,119,138,1.87,2.18,2.12,2.1,0.1,4.1530000000000005,41.265,123.92,3.1910000000000003,2.91,1.51,1.72,3.05,1.618,0.95,0.74,0.71,43.09,0.1,1.38,4,-0.04,0,-0.057999999999999996,0,-0.10400000000000001,0,-0.273,0.086,0.14,2.62,1,0.45799999999999996,1,0.541,3,0.6,6,0.7140000000000001,0.002,10,0.45,0.28,650,0.39,-0.49,1,0.7609999999999999
1,2,4,7,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.3,0.29,4.171,39.471,134.43,3.0210000000000004,2.964,1.59,1.72,2.9930000000000003,1.653,0.9,0.83,1.47,43.52,0.2,1.41,1,-0.045,0,-0.106,0,-0.244,1,-0.424,0.004,0.16,2.2,1,0.326,1,0.401,1,0.602,2,0.951,0.002,10,0.44,0.27,650,0.54,1.8,0,0.5579999999999999
1,2,4,7,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.06,0.09,4.382,42.674,162.22,3.1919999999999997,3.148,1.54,1.58,3.17,1.5619999999999998,1.03,0.78,0.77,38.49,0.2,2.87,1,-0.067,0,-0.122,0,-0.217,1,-0.42100000000000004,0.004,0.16,2.29,1,0.569,4,0.636,6,0.732,9,0.873,0.003,10,0.36,0.23,650,0.38,-0.36,1,0.7020000000000001
1,2,4,7,8,6,7,6,5,5,82,51,52,180,145,140,146,139,138,1.87,2.05,2.12,2.06,0.08,4.317,42.231,137.3,3.194,3.075,1.51,1.66,3.135,1.587,0.7,0.98,0.82,36.76,0.15,1.77,1,-0.055,0,-0.128,0,-0.24100000000000002,1,-0.45899999999999996,0.002,0.15,1.79,1,0.29,1,0.366,5,0.462,6,0.5920000000000001,0.002,10,0.4,0.25,650,0.36,-0.56,1,0.701
1,4,7,12,2,3,4,4,4,4,32,33,34,125,115,103,120,119,120,2.01,2.18,2.55,2.38,0.2,3.804,21.898000000000003,77.08,2.752,2.717,2.05,1.97,2.734,2.011,0.72,0.75,1.37,46.16,0.6,1.06,4,-0.054000000000000006,0,-0.064,0,-0.094,0,-0.18899999999999997,0.29,0.267,2.612,2,0.341,2,0.40700000000000003,2,0.556,4,0.7909999999999999,0.004,12,0.58,0.36,650,0.35,0.71,0,0.7490000000000001
1,4,7,12,2,3,7,4,4,5,32,33,52,125,115,140,120,119,138,2.01,2.18,2.12,2.13,0.05,4.06,23.186,105.46,2.923,2.9010000000000002,1.9,1.75,2.912,1.8230000000000002,0.76,1.01,1.04,48.78,0.13,1.08,6,-0.042,0,-0.063,0,-0.122,0,-0.249,0.07,0.302,1.05,6,0.261,4,0.29100000000000004,6,0.344,10,0.48700000000000004,0.153,12,0.48,0.3,650,0.45,-0.36,1,0.767
1,4,7,12,2,9,4,4,6,4,32,83,34,125,160,103,120,148,120,2.01,2.02,2.55,2.33,0.26,4.0969999999999995,22.581,121.77,2.8160000000000003,2.957,1.86,1.74,2.886,1.801,0.75,0.71,1.41,31.21,0.25,1.36,1,-0.019,0,-0.075,0,-0.22,1,-0.349,0.006,0.20800000000000002,1.8559999999999999,1,0.33899999999999997,2,0.41600000000000004,3,0.62,3,0.953,0.003,12,0.43,0.27,650,0.42,1.16,0,0.611
1,4,7,12,2,9,7,4,6,5,32,83,52,125,160,140,120,148,138,2.01,2.02,2.12,2.08,0.05,4.303,24.405,150.14,2.971,3.1439999999999997,1.76,1.59,3.057,1.675,0.89,0.95,0.79,32.86,0.27,3.44,2,-0.025,0,-0.073,0,-0.187,0,-0.34299999999999997,0.012,0.239,2.147,2,0.585,9,0.638,12,0.703,16,0.826,0.03,12,0.36,0.23,650,0.34,-0.38,1,0.79
1,4,7,12,2,6,4,4,5,4,32,51,34,125,145,103,120,139,120,2.01,2.05,2.55,2.34,0.25,4.013,22.42,92.69,2.8,2.887,1.93,1.85,2.843,1.891,0.29,1.1,1.35,36.59,0.05,8.13,1,-0.026000000000000002,1,-0.077,1,-0.222,2,-0.39299999999999996,0.004,0.040999999999999995,5.824,1,0.078,1,0.14800000000000002,1,0.337,5,0.62,0.002,12,0.48,0.3,650,0.4,1.1,0,0.5579999999999999
1,4,7,12,2,6,7,4,5,5,32,51,52,125,145,140,120,139,138,2.01,2.05,2.12,2.09,0.04,4.231,24.064,121.07,2.9589999999999996,3.07,1.82,1.68,3.014,1.7530000000000001,0.46,1.11,0.8,37.49,0.16,2.21,1,-0.10099999999999999,0,-0.165,1,-0.28300000000000003,2,-0.486,0.002,0.27399999999999997,1.7180000000000002,7,0.22,7,0.242,7,0.27699999999999997,11,0.42200000000000004,0.10300000000000001,12,0.41,0.26,650,0.41,-0.63,1,0.789
1,4,7,12,0,3,7,3,4,5,14,33,52,110,115,140,111,119,138,1.98,2.18,2.12,2.13,0.05,4.039,23.127,101.75,2.845,2.9010000000000002,2.08,1.73,2.873,1.9069999999999998,0.5,1.07,1.08,43.42,0.23,1.09,4,-0.017,0,-0.026000000000000002,0,-0.062,0,-0.16899999999999998,0.309,0.11599999999999999,1.053,5,0.17,5,0.18600000000000003,5,0.23,7,0.366,0.124,12,0.47,0.3,650,0.4,-0.53,1,0.774
1,4,7,12,0,9,7,3,6,5,14,83,52,110,160,140,111,148,138,1.98,2.02,2.12,2.08,0.05,4.272,24.453000000000003,146.43,2.909,3.1430000000000002,1.86,1.58,3.0260000000000002,1.72,0.86,0.91,0.74,39.08,0.27,3.3,3,-0.065,0,-0.11699999999999999,0,-0.184,0,-0.26899999999999996,0.01,0.267,2.356,3,0.512,7,0.563,11,0.615,12,0.71,0.028999999999999998,12,0.37,0.23,650,0.29,-0.45,1,0.815
1,4,7,12,0,6,7,3,5,5,14,51,52,110,145,140,111,139,138,1.98,2.05,2.12,2.09,0.05,4.206,24.037,117.36,2.8939999999999997,3.07,1.95,1.67,2.9819999999999998,1.8119999999999998,0.37,1.04,0.77,42.41,0.15,2.13,1,-0.09,0,-0.183,1,-0.282,2,-0.444,0.001,0.18100000000000002,4.033,9,0.14300000000000002,7,0.163,8,0.20199999999999999,9,0.327,0.13,12,0.41,0.26,650,0.36,-0.55,1,0.81
1,4,7,12,5,3,7,5,4,5,50,33,52,145,115,140,139,119,138,1.96,2.18,2.12,2.13,0.06,4.092,23.516,109.3,3.097,2.905,1.71,1.73,3.0010000000000003,1.719,0.65,1.04,0.95,40.13,0.16,1.09,5,0.0,0,-0.022000000000000002,0,-0.073,0,-0.22,0.146,0.23399999999999999,2.112,4,0.299,6,0.32,10,0.369,13,0.49200000000000005,0.19899999999999998,12,0.45,0.28,650,0.36,-0.47,1,0.779
1,4,7,12,5,9,4,5,6,4,50,83,34,145,160,103,139,148,120,1.96,2.02,2.55,2.32,0.27,4.132,22.739,125.61,2.951,2.9610000000000003,1.75,1.72,2.9560000000000004,1.734,0.63,0.64,1.52,38.96,0.2,1.09,1,-0.065,0,-0.121,1,-0.228,1,-0.32799999999999996,0.006,0.179,1.476,1,0.223,1,0.304,1,0.514,3,0.853,0.002,12,0.43,0.27,650,0.5,0.95,0,0.589
1,4,7,12,5,9,7,5,6,5,50,83,52,145,160,140,139,148,138,1.96,2.02,2.12,2.07,0.06,4.346,24.581999999999997,153.99,3.1180000000000003,3.147,1.68,1.58,3.133,1.6280000000000001,0.76,0.85,0.96,38.94,0.2,1.81,1,-0.077,0,-0.14400000000000002,0,-0.209,0,-0.331,0.005,0.212,1.804,1,0.424,3,0.493,5,0.599,11,0.743,0.005,12,0.35,0.22,650,0.33,-0.36,1,0.7140000000000001
1,4,7,12,5,6,4,5,5,4,50,51,34,145,145,103,139,139,120,1.96,2.05,2.55,2.33,0.26,4.047,22.614,96.54,2.943,2.892,1.77,1.82,2.917,1.794,0.2,1.04,1.43,43.98,0.36,1.53,1,-0.006,1,-0.052000000000000005,1,-0.17600000000000002,2,-0.335,0.012,0.065,1.281,1,0.07,1,0.13,1,0.32,5,0.609,0.004,12,0.47,0.3,650,0.38,0.79,0,0.584
1,4,7,12,5,6,7,5,5,5,50,51,52,145,145,140,139,139,138,1.96,2.05,2.12,2.08,0.05,4.271,24.283,124.91,3.114,3.074,1.69,1.67,3.094,1.679,0.33,1.13,0.97,39.5,0.13,1.39,1,-0.084,1,-0.18600000000000003,1,-0.2842,2,-0.484,0.001,0.17800000000000002,1.052,2,0.149,1,0.20199999999999999,2,0.267,6,0.402,0.009000000000000001,12,0.4,0.25,650,0.36,-0.55,1,0.753
1,4,7,12,8,9,4,6,6,4,82,83,34,180,160,103,146,148,120,1.87,2.02,2.55,2.32,0.28,4.151,22.794,132.99,3.0189999999999997,2.96,1.62,1.74,2.99,1.6769999999999998,0.72,0.92,1.56,35.74,0.22,1.12,1,-0.025,0,-0.084,0,-0.228,1,-0.40299999999999997,0.006,0.19399999999999998,1.584,1,0.308,1,0.38299999999999995,3,0.5920000000000001,3,0.9570000000000001,0.003,12,0.42,0.26,650,0.52,1.7,0,0.541
1,4,7,12,8,9,7,6,6,5,82,83,52,180,160,140,146,148,138,1.87,2.02,2.12,2.07,0.07,4.361000000000001,24.699,161.36,3.187,3.1460000000000004,1.56,1.59,3.167,1.574,0.85,0.95,0.96,32.34,0.23,2.13,1,-0.067,0,-0.13699999999999998,0,-0.225,1,-0.433,0.008,0.23,2.14,1,0.493,3,0.563,5,0.6920000000000001,9,0.843,0.006,12,0.35,0.22,650,0.33,-0.35,1,0.684
1,4,7,12,8,6,4,6,5,4,82,51,34,180,145,103,146,139,120,1.87,2.05,2.55,2.33,0.27,4.069,22.678,103.91,3.017,2.892,1.62,1.84,2.9539999999999997,1.726,0.29,0.98,1.53,32.93,0.07,4.76,1,0.001,0,-0.051,1,-0.195,1,-0.35,0.006,0.055,3.5410000000000004,1,0.1,1,0.16399999999999998,1,0.358,3,0.6709999999999999,0.002,12,0.46,0.29,650,0.37,1.18,0,0.53
